City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,malvan,16.0667,73.4667,29.77,44,0,2.53,IN,1707196742
367,at-bashi,41.1702,75.8106,-8.57,67,100,0.31,KG,1707196743
368,marsa alam,25.0757,34.8918,16.68,56,0,6.43,EG,1707196743
369,atafu village,-8.5421,-172.5159,28.03,82,100,15.3,TK,1707196743
370,klyavlino,54.2649,52.0267,-1.26,96,100,7.57,RU,1707196743
371,kuhmo,64.1333,29.5167,-23.65,100,92,1.37,FI,1707196743
372,wamba,8.9333,8.6,20.63,22,99,1.44,NG,1707196744
373,ivdel',60.6911,60.4206,-21.56,100,100,0.45,RU,1707196744
374,mukalla,14.5425,49.1242,24.03,67,4,1.28,YE,1707196744
375,temnikov,54.6302,43.2148,-9.32,96,94,3.43,RU,1707196745
376,remire-montjoly,4.9167,-52.2667,27.02,94,75,1.54,GF,1707196745
377,palmas,-10.2128,-48.3603,23.93,94,20,2.57,BR,1707196745
378,tralee,52.2704,-9.7026,10.96,91,95,6.11,IE,1707196745
379,jalalabad,34.4265,70.4515,10.13,30,4,1.73,AF,1707196746
380,port macquarie,-31.4333,152.9167,29.38,66,9,3.65,AU,1707196550
381,ko pha ngan,9.7578,100.0291,29.38,75,74,2.98,TH,1707196746
382,kokpekty,48.75,82.4,-12.1,91,25,1.08,KZ,1707196746
383,laguna,38.421,-121.4238,11.99,91,100,2.06,US,1707196747
384,bijelo polje,43.0337,19.747,4.46,88,36,1.91,ME,1707196747
385,tobruk,32.0836,23.9764,13.17,80,0,5.3,LY,1707196747
386,vallenar,-28.5708,-70.7581,18.11,69,4,1.75,CL,1707196747
387,ust-nera,64.5667,143.2,-27.37,88,97,0.55,RU,1707196747
388,gumrak,48.7826,44.3824,-4.05,93,75,5.0,RU,1707196748
389,sydney,-33.8679,151.2073,23.2,77,75,12.35,AU,1707196668
390,kosh-agach,50.0,88.6667,-19.27,87,54,0.45,RU,1707196748
391,mahibadhoo,3.7833,72.9667,27.44,82,23,6.6,MV,1707196748
392,papao,-17.75,-149.55,27.82,88,100,12.51,PF,1707196749
393,sandnessjoen,66.0217,12.6316,-3.94,80,40,3.09,NO,1707196749
394,orlov,58.5395,48.8917,-25.42,100,100,1.99,RU,1707196749
395,vadso,70.0744,29.7487,-5.91,79,75,6.69,NO,1707196749
396,hilo,19.7297,-155.09,19.85,87,100,2.57,US,1707196750
397,mambajao,9.2504,124.7156,27.0,79,98,3.36,PH,1707196750
398,sarkand,45.41,79.9186,0.43,73,21,1.11,KZ,1707196750
399,kudahuvadhoo,2.6708,72.8944,27.7,80,38,6.86,MV,1707196750
400,bechar,31.6167,-2.2167,6.92,47,80,0.24,DZ,1707196750
401,angol,-37.8,-72.7167,17.91,82,99,1.66,CL,1707196751
402,al jawf,29.5,38.75,7.33,63,0,1.44,SA,1707196751
403,inhambane,-23.865,35.3833,25.48,84,5,2.7,MZ,1707196751
404,delvada,20.7667,71.0333,26.69,54,0,1.09,IN,1707196752
405,oamaru,-45.0784,170.9801,20.77,67,100,2.22,NZ,1707196752
406,qarqin,37.4185,66.0436,12.34,26,38,12.11,AF,1707196752
407,portland,45.5234,-122.6762,9.15,95,100,2.57,US,1707196611
408,jackson,42.4165,-122.8345,8.73,82,100,2.06,US,1707196752
409,fale old settlement,-9.3852,-171.2468,28.63,80,100,14.98,TK,1707196753
410,kolonia town,6.964,158.206,31.0,66,100,3.6,FM,1707196753
411,rudnya,54.947,31.0934,-4.19,94,97,5.41,RU,1707196753
412,ji'an,27.1172,114.9793,3.78,92,100,2.43,CN,1707196753
413,n'zeto,-7.2312,12.8666,26.16,86,96,1.63,AO,1707196635
414,antofagasta,-23.65,-70.4,22.97,78,7,0.94,CL,1707196533
415,parabel',58.6978,81.4825,-2.27,90,100,6.71,RU,1707196754
416,cajazeiras,-6.8903,-38.5553,24.05,66,65,1.65,BR,1707196755
417,codrington,-38.2667,141.9667,19.29,47,0,6.33,AU,1707196755
418,upata,8.0086,-62.3989,25.11,79,96,2.55,VE,1707196755
419,pacasmayo,-7.4006,-79.5714,24.95,78,64,4.15,PE,1707196755
420,malkerns,-26.5667,31.1833,20.38,91,17,0.27,SZ,1707196756
421,mugia,43.1041,-9.2179,10.09,81,99,2.66,ES,1707196756
422,mogocha,53.7333,119.7667,-10.99,66,27,1.37,RU,1707196756
423,dergachi,51.2328,48.7659,-1.14,93,100,4.07,RU,1707196756
424,srikakulam,18.3,83.9,28.63,58,0,3.22,IN,1707196757
425,iquique,-20.2208,-70.1431,23.02,82,0,0.3,CL,1707196757
426,manacapuru,-3.2997,-60.6206,25.51,85,38,1.71,BR,1707196757
427,murray bridge,-35.1167,139.2667,21.74,39,0,7.64,AU,1707196757
428,amalapuram,16.5833,82.0167,30.52,50,2,0.99,IN,1707196757
429,mpika,-11.8343,31.4529,17.46,97,100,1.31,ZM,1707196758
430,praia da vitoria,38.7333,-27.0667,18.2,82,75,8.22,PT,1707196758
431,warrnambool,-38.3833,142.4833,18.12,52,1,5.58,AU,1707196758
432,abepura,-2.6333,140.5833,30.45,66,40,5.14,ID,1707196758
433,pontianak,-0.0333,109.3333,31.99,70,75,3.6,ID,1707196758
434,chos malal,-37.3781,-70.2709,18.98,25,46,1.04,AR,1707196759
435,pangody,65.85,74.4859,-16.84,92,100,7.58,RU,1707196759
436,breves,-1.6822,-50.4803,23.72,95,56,1.72,BR,1707196759
437,wuyishan,28.0047,117.8114,6.35,99,100,1.68,CN,1707196759
438,bangar,16.8936,120.4243,31.4,54,10,3.84,PH,1707196760
439,okhotsk,59.3833,143.3,-18.28,81,90,5.07,RU,1707196760
440,quang ngai,15.1167,108.8,28.23,68,0,3.39,VN,1707196531
441,mahina,-17.5065,-149.489,27.87,83,40,7.72,PF,1707196760
442,qamdo,31.1667,97.2333,-1.96,23,56,3.6,CN,1707196761
443,wang sai phun,16.3885,100.538,36.01,20,1,2.27,TH,1707196761
444,luganville,-15.5333,167.1667,28.98,76,68,0.52,VU,1707196532
445,danville,36.586,-79.395,4.87,62,0,4.12,US,1707196649
446,labrador city,52.9463,-66.9114,-30.05,69,0,1.03,CA,1707196761
447,santiago de cao,-7.9589,-79.2392,24.07,83,100,2.06,PE,1707196761
448,san clemente del tuyu,-36.3569,-56.7235,21.66,75,38,8.11,AR,1707196762
449,aykhal,66.0,111.5,-18.66,95,100,1.4,RU,1707196762
450,selfoss,63.9331,-20.9971,-12.64,86,7,3.76,IS,1707196762
451,seymour,38.9592,-85.8903,2.94,89,0,3.05,US,1707196763
452,geneva,41.8875,-88.3054,1.55,91,100,3.6,US,1707196763
453,chornomorske,45.5039,32.6997,6.18,91,100,5.47,UA,1707196763
454,valparaiso,-33.0393,-71.6273,16.8,77,0,0.0,CL,1707196763
455,boa vista,2.8197,-60.6733,28.99,58,0,2.57,BR,1707196763
456,nyurba,63.2842,118.3319,-18.77,96,100,1.66,RU,1707196764
457,freeport,40.6576,-73.5832,1.67,53,0,5.14,US,1707196764
458,sonoita,31.85,-112.8333,17.16,43,100,3.43,MX,1707196764
459,athens,37.9795,23.7162,14.76,72,0,0.45,GR,1707196747
460,puerto aysen,-45.4,-72.7,13.5,92,98,1.69,CL,1707196638
461,magadan,59.5667,150.8,-15.26,77,100,3.13,RU,1707196764
462,hays,30.0502,-98.0336,11.14,84,0,0.89,US,1707196765
463,arraial do cabo,-22.9661,-42.0278,24.32,91,72,2.8,BR,1707196765
464,besisahar,28.2313,84.3761,19.36,27,2,2.81,NP,1707196765
465,dunda,-8.1167,34.25,19.35,93,100,0.78,TZ,1707196765
466,necochea,-38.5473,-58.7368,20.3,69,60,5.74,AR,1707196765
467,dunedin,-45.8742,170.5036,18.78,72,100,3.13,NZ,1707196766
468,onega,63.9061,38.1404,-27.92,99,45,0.64,RU,1707196766
469,zharkent,44.1628,80.0,-3.23,67,26,0.85,KZ,1707196586
470,saint-denis,48.9167,2.3333,9.09,87,100,8.23,FR,1707196766
471,tura,25.5198,90.2201,22.58,41,39,2.15,IN,1707196767
472,launceston,-41.45,147.1667,22.97,26,43,3.6,AU,1707196767
473,yuksekova,37.5736,44.2872,-10.14,85,40,3.09,TR,1707196767
474,kavaratti,10.5669,72.642,28.06,74,60,5.51,IN,1707196767
475,callao,-12.0667,-77.15,28.18,78,75,7.2,PE,1707196767
476,kristiansund,63.1115,7.732,-4.64,86,0,1.03,NO,1707196768
477,yashkino,55.8736,85.4265,-6.47,88,94,4.32,RU,1707196768
478,dhamar,14.5427,44.4051,13.49,77,83,1.88,YE,1707196768
479,severoural'sk,60.1533,59.952,-22.23,100,99,0.7,RU,1707196768
480,olyokminsk,60.3736,120.4264,-13.07,92,100,1.21,RU,1707196769
481,mapimi,25.8167,-103.85,12.87,26,38,2.58,MX,1707196769
482,san gabriel chilac,18.3167,-97.35,12.95,86,63,2.13,MX,1707196769
483,pavlodar,52.3,76.95,-10.11,85,0,4.0,KZ,1707196769
484,juneau,58.3019,-134.4197,1.0,97,100,3.09,US,1707196769
485,egersund,58.4513,5.9997,2.83,87,100,8.46,NO,1707196770
486,fall river,41.7015,-71.1551,1.12,63,75,3.13,US,1707196770
487,tottori,35.5,134.2333,8.04,53,75,6.17,JP,1707196770
488,tidjikja,18.5564,-11.4271,18.15,10,4,7.35,MR,1707196770
489,dashtobod,40.1269,68.4944,8.94,31,92,5.04,UZ,1707196770
490,babana,10.4295,3.815,21.27,15,83,3.42,NG,1707196771
491,baoqing,46.3317,132.2111,-8.83,72,38,3.69,CN,1707196771
492,mollendo,-17.0231,-72.0147,23.69,88,6,1.73,PE,1707196629
493,choibalsan,48.0667,114.5,-14.85,84,5,3.26,MN,1707196771
494,cuyo,10.8525,121.0086,26.25,85,67,8.11,PH,1707196771
495,severo-yeniseyskiy,60.3725,93.0408,-11.35,95,78,2.24,RU,1707196771
496,taranto,40.6167,17.25,7.87,92,30,1.16,IT,1707196772
497,axim,4.8699,-2.2405,25.38,93,3,1.44,GH,1707196772
498,sibay,52.7181,58.6658,-0.44,93,100,8.05,RU,1707196772
499,egilsstadir,65.2653,-14.3948,-7.05,68,75,4.12,IS,1707196772
500,cuatro cienegas de carranza,26.9833,-102.0833,12.5,43,6,2.35,MX,1707196773
501,dalaba,10.7,-12.25,17.07,23,1,0.86,GN,1707196773
502,stowbtsy,53.4785,26.7434,-0.61,91,100,2.82,BY,1707196773
503,naze,28.3667,129.4833,17.51,64,40,5.29,JP,1707196773
504,todos santos,23.45,-110.2167,20.17,85,66,2.68,MX,1707196773
505,dauphin,51.1494,-100.0502,1.08,86,100,3.6,CA,1707196774
506,pumiao,22.75,108.4833,11.22,87,100,3.18,CN,1707196774
507,yanbu,24.0891,38.0637,12.02,82,0,3.09,SA,1707196774
508,angel r. cabada,18.5833,-95.4333,19.61,65,54,5.5,MX,1707196774
509,taroa,8.7058,171.2275,27.36,77,99,6.89,MH,1707196774
510,gebeit,21.0667,36.3167,12.65,73,84,1.84,SD,1707196775
511,kintampo,8.0563,-1.7306,22.61,18,16,1.88,GH,1707196775
512,castillos,-34.1667,-53.8333,19.66,79,86,3.84,UY,1707196775
513,myeik,12.4333,98.6,29.91,48,19,2.97,MM,1707196775
514,taikang,46.8333,124.4167,-9.65,64,88,1.92,CN,1707196776
515,viedma,-40.8135,-62.9967,27.71,50,78,6.57,AR,1707196726
516,kampung sungai ara,5.327,100.2735,30.95,72,20,3.58,MY,1707196776
517,marshalltown,42.0494,-92.908,4.02,87,100,1.78,US,1707196774
518,guerrero negro,27.9769,-114.0611,16.17,70,54,2.21,MX,1707196591
519,antsiranana,-12.2787,49.2917,26.83,83,88,1.42,MG,1707196776
520,bengkulu,-3.8004,102.2655,28.98,69,88,2.66,ID,1707196777
521,sambava,-14.2667,50.1667,25.3,91,100,1.64,MG,1707196777
522,st. john's,47.5649,-52.7093,1.75,97,100,9.26,CA,1707196777
523,troitsko-pechorsk,62.7084,56.1964,-17.82,97,100,2.14,RU,1707196777
524,kokshetau,53.2775,69.3883,0.18,86,75,9.0,KZ,1707196777
525,ashgabat,37.95,58.3833,12.92,44,40,2.06,TM,1707196777
526,zhuanghe,39.7008,122.9911,-1.83,41,0,3.28,CN,1707196778
527,berezovyy,51.6667,135.7,-11.96,67,2,1.23,RU,1707196778
528,redencao,-4.2258,-38.7306,24.54,95,100,1.21,BR,1707196778
529,sault ste. marie,46.5168,-84.3333,-0.1,100,100,0.0,CA,1707196629
530,cabedelo,-6.9811,-34.8339,26.37,81,19,3.32,BR,1707196778
531,gwaram,11.2764,9.8858,14.16,25,66,2.82,NG,1707196779
532,kuala tungkal,-0.8167,103.4667,28.54,75,100,1.42,ID,1707196779
533,beyneu,45.3167,55.2,3.51,80,90,8.51,KZ,1707196779
534,touros,-5.1989,-35.4608,26.65,79,73,4.17,BR,1707196779
535,pathein,16.7833,94.7333,32.67,28,38,4.51,MM,1707196779
536,mumford,5.2618,-0.759,25.24,89,4,0.63,GH,1707196780
537,thousand palms,33.82,-116.3903,15.49,84,100,2.06,US,1707196780
538,mkushi,-13.6202,29.3939,18.79,89,95,1.24,ZM,1707196780
539,mamanguape,-6.8386,-35.1261,26.18,87,29,1.52,BR,1707196780
540,praia,14.9215,-23.5087,21.3,73,0,6.17,CV,1707196747
541,grand falls-windsor,48.9332,-55.6649,-0.28,95,100,8.92,CA,1707196781
542,sao paulo de olivenca,-3.3783,-68.8725,23.44,97,77,0.52,BR,1707196781
543,notodden,59.5594,9.2585,-11.11,86,100,1.55,NO,1707196781
544,enoch,37.7733,-113.0244,9.14,47,20,7.2,US,1707196781
545,dul'durga,50.6761,113.5931,-8.71,57,7,1.11,RU,1707196782
546,al hudaydah,14.7978,42.9545,26.18,74,98,2.9,YE,1707196782
547,dinalupihan,14.8732,120.4651,34.01,41,2,4.47,PH,1707196782
548,palikir - national government center,6.9248,158.1611,30.41,66,100,3.6,FM,1707196782
549,aspen,39.1911,-106.8175,2.08,74,0,3.09,US,1707196782
550,waingapu,-9.6567,120.2641,31.27,62,80,3.95,ID,1707196783
551,changji,44.0167,87.3167,-13.56,92,75,1.0,CN,1707196783
552,beau vallon,-20.4189,57.6953,28.13,61,40,4.63,MU,1707196783
553,al burayqah,30.4062,19.5739,15.48,78,11,4.8,LY,1707196783
554,bolama,11.5833,-15.4667,21.19,60,0,3.5,GW,1707196784
555,as-suwayda,32.709,36.5695,5.34,96,70,4.35,SY,1707196784
556,hozat,39.1083,39.2213,-5.97,84,56,1.94,TR,1707196784
557,nagqu,31.5,92.0,-3.97,8,67,11.0,CN,1707196784
558,chemolgan,43.1897,76.5292,-6.19,77,90,0.27,KZ,1707196784
559,sur,22.5667,59.5289,22.88,58,40,2.7,OM,1707196784
